date,open,high,low,close,volume
2020-07-23,116.27,117.56,115.49,117.26,1090584
2020-07-24,117.26,117.36,116.77,116.99,846904
2020-07-27,116.99,118.79,116.34,117.77,1521227
2020-07-28,117.77,118.22,115.95,117.37,1046506
2020-07-29,117.37,120.31,116.39,119.82,1036245
2020-07-30,119.82,120.63,117.86,118.91,1030687
2020-07-31,118.91,120.24,118.73,120.00,760444
2020-08-03,120.00,120.33,117.65,118.26,939017
2020-08-04,118.26,118.79,118.12,118.26,771903
2020-08-05,118.26,118.58,118.15,118.28,1141645
2020-08-06,118.28,118.51,115.23,115.39,1192348
2020-08-07,115.39,115.48,111.98,112.66,946416
2020-08-10,112.66,112.91,112.39,112.53,1202391
2020-08-11,112.53,112.77,112.09,112.69,948868
2020-08-12,112.69,114.96,112.59,114.84,852548
2020-08-13,114.84,116.73,114.32,116.23,718907
2020-08-14,116.23,116.35,114.35,114.42,1089267
2020-08-17,114.42,116.52,114.17,116.28,727054
2020-08-18,116.28,118.88,115.97,118.51,1056363
2020-08-19,118.51,118.70,116.85,117.15,994244
2020-08-20,117.15,118.20,117.04,117.40,792421
2020-08-21,117.40,117.49,114.46,115.53,1209570
2020-08-24,115.53,117.07,114.95,117.04,716389
2020-08-25,117.04,118.46,116.70,116.81,1199329
2020-08-26,116.81,117.10,116.19,116.30,1105193
2020-08-27,116.30,118.25,115.90,118.24,861620
2020-08-28,118.24,119.52,118.05,118.60,684242
2020-08-31,118.60,119.84,116.89,117.09,591602
2020-09-01,117.09,118.24,114.31,114.96,1170524
2020-09-02,114.96,115.96,112.63,112.73,897648
2020-09-03,112.73,113.91,112.72,113.49,610671
2020-09-04,113.49,113.78,112.99,113.32,568761
2020-09-07,113.32,115.46,113.08,115.22,1004788
2020-09-08,115.22,117.19,115.03,117.04,1204640
2020-09-09,117.04,121.68,116.65,120.84,663315
2020-09-10,120.84,128.45,120.62,127.68,790033
2020-09-11,127.68,131.11,126.77,130.84,1080276
2020-09-14,130.84,132.16,130.04,131.95,782489
2020-09-15,131.95,131.96,130.78,131.12,1220566
2020-09-16,131.12,132.26,128.82,129.29,1404667
2020-09-17,129.29,130.81,127.91,128.22,650672
2020-09-18,128.22,128.38,125.91,126.66,1712373
2020-09-21,126.66,127.09,123.90,124.81,967239
2020-09-22,124.81,124.98,122.76,122.98,1262725
2020-09-23,122.98,123.99,122.96,123.13,797992
2020-09-24,123.13,123.56,118.28,119.13,1176056
2020-09-25,119.13,123.78,118.79,122.64,859781
2020-09-28,122.64,124.60,122.38,123.94,957209
2020-09-29,123.94,128.15,123.64,128.08,1035974
2020-09-30,128.08,129.90,127.93,129.24,650091
2020-10-01,129.24,130.45,128.26,128.74,972237
2020-10-02,128.74,128.94,126.31,126.97,831493
2020-10-05,126.97,130.66,126.79,129.77,1522829
2020-10-06,129.77,130.54,124.74,125.90,972976
2020-10-07,125.90,126.42,123.63,125.62,424657
2020-10-08,125.62,125.64,124.03,124.59,933739
2020-10-09,124.59,124.84,121.89,122.41,1073206
2020-10-12,122.41,124.40,122.01,123.51,904602
2020-10-13,123.51,123.82,123.48,123.64,531346
2020-10-14,123.64,124.93,123.05,124.36,523562
2020-10-15,124.36,126.66,123.65,126.57,1081690
2020-10-16,126.57,127.25,122.90,123.37,770295
2020-10-19,123.37,123.48,121.28,121.39,696439
2020-10-20,121.39,121.68,119.27,120.83,1150799
2020-10-21,120.83,121.62,118.71,119.40,526120
2020-10-22,119.40,122.53,119.02,121.56,1179201
2020-10-23,121.56,122.57,120.88,121.00,941703
2020-10-26,121.00,123.73,119.16,123.36,506231
2020-10-27,123.36,124.02,122.65,123.36,1246551
2020-10-28,123.36,125.28,122.90,124.79,391096
2020-10-29,124.79,128.36,124.63,128.03,1280054
2020-10-30,128.03,130.14,126.99,129.51,785849
2020-11-02,129.51,130.16,128.89,129.93,697409
2020-11-03,129.93,131.65,129.48,130.22,1261168
2020-11-04,130.22,130.72,129.04,130.22,1031992
2020-11-05,130.22,133.23,129.83,132.65,1271265
2020-11-06,132.65,133.38,130.75,131.19,758428
2020-11-09,131.19,132.50,130.99,131.23,1280735
2020-11-10,131.23,131.28,129.06,129.83,828668
2020-11-11,129.83,131.52,128.88,131.49,939275
2020-11-12,131.49,132.33,130.72,131.14,544070
2020-11-13,131.14,134.02,129.72,133.74,1013358
2020-11-16,133.74,134.91,132.49,132.97,825769
2020-11-17,132.97,133.67,130.74,131.20,569222
2020-11-18,131.20,132.25,128.24,129.21,532097
2020-11-19,129.21,129.65,127.45,128.23,1143481
2020-11-20,128.23,128.51,127.88,128.18,1477863
2020-11-23,128.18,128.99,126.52,128.68,803879
2020-11-24,128.68,128.95,124.30,124.53,797710
2020-11-25,124.53,126.18,124.17,125.53,533917
2020-11-26,125.53,125.80,124.74,125.08,961820
2020-11-27,125.08,129.02,124.80,128.76,172147
2020-11-30,128.76,132.45,128.00,132.21,1396271
2020-12-01,132.21,134.77,131.26,134.70,1125692
2020-12-02,134.70,135.49,132.79,133.49,360222
2020-12-03,133.49,134.97,132.12,134.66,1097552
2020-12-04,134.66,135.22,130.50,130.54,1106669
2020-12-07,130.54,133.80,130.33,132.50,1290958
2020-12-08,132.50,136.87,132.24,135.61,1329281
2020-12-09,135.61,139.97,135.12,139.13,1248339
2020-12-10,139.13,140.14,136.85,137.53,895879
2020-12-11,137.53,137.93,137.24,137.51,1069824
2020-12-14,137.51,137.56,135.28,135.44,976793
2020-12-15,135.44,135.98,132.72,133.97,819627
2020-12-16,133.97,137.10,132.20,136.50,771641
2020-12-17,136.50,137.03,135.11,135.23,1142319
2020-12-18,135.23,137.18,134.73,136.57,633133
2020-12-21,136.57,136.65,136.14,136.26,781807
2020-12-22,136.26,138.78,135.20,138.15,1213392
2020-12-23,138.15,139.04,137.73,138.58,804455
2020-12-24,138.58,142.51,137.21,141.30,1010567
2020-12-25,141.30,142.32,141.30,142.03,1185786
2020-12-28,142.03,142.17,140.57,141.81,1049414
2020-12-29,141.81,142.62,141.71,142.00,1087486
2020-12-30,142.00,142.86,141.88,141.91,658934
2020-12-31,141.91,143.24,141.26,142.40,1224770
2021-01-01,142.40,143.11,142.10,143.04,410500
2021-01-04,143.04,143.14,140.48,140.73,976181
2021-01-05,140.73,140.82,138.33,138.65,679420
2021-01-06,138.65,139.52,137.82,139.38,1199659
2021-01-07,139.38,141.18,138.79,140.95,719311
2021-01-08,140.95,142.98,137.14,137.88,937050
2021-01-11,137.88,138.08,136.78,137.18,439496
2021-01-12,137.18,138.13,135.08,135.17,794740
2021-01-13,135.17,135.31,133.43,133.82,1279628
2021-01-14,133.82,133.97,132.20,133.08,1197061
2021-01-15,133.08,133.35,132.09,132.31,947967
2021-01-18,132.31,133.04,131.42,132.78,1280286
2021-01-19,132.78,134.57,132.05,133.78,800841
2021-01-20,133.78,134.08,132.73,133.33,1353122
2021-01-21,133.33,134.72,133.01,133.38,224444
2021-01-22,133.38,133.75,131.51,131.92,902423
2021-01-25,131.92,132.31,130.19,131.17,1364470
2021-01-26,131.17,132.00,127.92,128.97,755616
2021-01-27,128.97,133.43,128.60,131.96,623951
2021-01-28,131.96,132.08,130.59,131.71,756818
2021-01-29,131.71,132.12,131.45,131.61,753379
2021-02-01,131.61,131.68,130.96,131.54,717084
2021-02-02,131.54,131.75,130.58,130.69,944415
2021-02-03,130.69,131.15,130.17,130.70,1132219
2021-02-04,130.70,131.46,128.45,128.59,617037
2021-02-05,128.59,129.28,128.10,129.17,1347654
2021-02-08,129.17,129.63,128.11,128.50,705673
2021-02-09,128.50,128.68,127.09,127.10,852592
2021-02-10,127.10,127.32,125.42,125.73,687952
2021-02-11,125.73,125.90,124.81,125.48,1248152
2021-02-12,125.48,127.14,125.40,127.11,1158192
2021-02-15,127.11,127.68,126.04,127.09,1024147
2021-02-16,127.09,128.53,126.88,127.97,661508
2021-02-17,127.97,130.77,126.83,129.75,1261130
2021-02-18,129.75,130.19,128.61,130.15,716132
2021-02-19,130.15,130.54,127.76,127.93,698059
2021-02-22,127.93,128.35,127.41,128.26,1480915
2021-02-23,128.26,129.08,125.38,125.62,937755
2021-02-24,125.62,126.84,124.97,126.44,806336
2021-02-25,126.44,126.78,124.89,125.19,1228429
2021-02-26,125.19,126.99,124.62,126.33,1235305
2021-03-01,126.33,128.16,126.16,127.82,450961
2021-03-02,127.82,128.86,127.57,128.42,1158245
2021-03-03,128.42,129.07,125.64,125.86,844719
2021-03-04,125.86,126.94,125.83,126.21,493454
2021-03-05,126.21,126.66,121.37,122.17,832024
2021-03-08,122.17,123.03,119.37,119.61,876961
2021-03-09,119.61,121.68,119.45,121.41,1227305
2021-03-10,121.41,123.73,121.16,123.48,1305581
2021-03-11,123.48,127.21,122.38,126.79,1277979
2021-03-12,126.79,129.14,126.08,128.44,985154
2021-03-15,128.44,128.82,124.72,125.26,800453
2021-03-16,125.26,127.16,124.95,126.30,1307032
2021-03-17,126.30,126.92,125.23,126.73,1389041
2021-03-18,126.73,127.57,124.72,125.11,994723
2021-03-19,125.11,125.84,124.40,125.17,1135558
2021-03-22,125.17,126.71,125.04,126.19,1301023
2021-03-23,126.19,126.92,124.66,124.88,579975
2021-03-24,124.88,125.80,124.66,125.69,779123
2021-03-25,125.69,126.59,124.21,125.27,661516
2021-03-26,125.27,125.99,123.70,124.07,1216073
2021-03-29,124.07,127.12,123.42,126.93,1253280
2021-03-30,126.93,128.69,126.12,128.48,1371745
2021-03-31,128.48,130.52,127.98,129.63,567706
2021-04-01,129.63,130.36,128.32,128.73,750006
2021-04-02,128.73,129.19,127.39,127.58,1188619
2021-04-05,127.58,129.95,127.53,129.71,1161445
2021-04-06,129.71,133.67,128.82,133.07,1305689
2021-04-07,133.07,136.43,132.49,135.22,1063877
2021-04-08,135.22,135.73,134.93,135.37,1124854
2021-04-09,135.37,138.15,135.22,137.12,831793
2021-04-12,137.12,137.39,134.98,135.20,802288
2021-04-13,135.20,135.39,133.68,133.68,672507
2021-04-14,133.68,133.81,131.77,132.04,685085
2021-04-15,132.04,133.59,130.24,133.04,717699
2021-04-16,133.04,133.17,130.91,131.51,1248289
2021-04-19,131.51,135.36,131.39,135.10,844672
2021-04-20,135.10,136.11,134.50,135.14,728732
2021-04-21,135.14,139.12,134.81,138.32,802234
2021-04-22,138.32,139.04,137.99,138.49,905058
2021-04-23,138.49,139.13,133.76,133.89,1323544
2021-04-26,133.89,134.02,132.91,133.66,1116339
2021-04-27,133.66,136.43,133.55,134.28,1050755
2021-04-28,134.28,138.36,133.58,137.81,570380
2021-04-29,137.81,139.39,137.30,138.95,593931
2021-04-30,138.95,141.94,138.89,141.09,1009769
2021-05-03,141.09,142.83,140.64,142.56,674174
2021-05-04,142.56,143.43,141.78,142.23,1159064
2021-05-05,142.23,142.44,140.96,142.06,1257377
2021-05-06,142.06,142.16,140.32,141.11,773049
2021-05-07,141.11,143.78,141.09,143.69,1166813
2021-05-10,143.69,144.12,141.00,141.04,1310883
2021-05-11,141.04,141.30,140.37,140.63,982189
2021-05-12,140.63,140.76,137.32,138.19,972068
2021-05-13,138.19,138.69,135.17,136.43,363919
2021-05-14,136.43,136.59,136.28,136.46,732165
2021-05-17,136.46,137.42,136.05,136.20,515404
2021-05-18,136.20,136.37,134.74,135.93,843249
2021-05-19,135.93,138.64,134.91,137.58,1101975
2021-05-20,137.58,138.50,133.99,135.07,1200454
2021-05-21,135.07,135.22,133.05,133.48,1054387
2021-05-24,133.48,138.44,131.48,138.02,912940
2021-05-25,138.02,138.16,136.53,136.54,804657
2021-05-26,136.54,137.47,133.95,134.36,798778
2021-05-27,134.36,136.22,133.50,135.77,683406
2021-05-28,135.77,137.81,134.98,137.40,942265
2021-05-31,137.40,137.42,131.57,132.75,934855
2021-06-01,132.75,133.02,131.69,132.68,665281
2021-06-02,132.68,132.84,130.19,131.04,1212725
2021-06-03,131.04,131.87,129.26,130.15,1205506
2021-06-04,130.15,130.30,129.43,129.85,796127
2021-06-07,129.85,131.45,128.28,131.44,908721
2021-06-08,131.44,134.42,130.67,133.99,1408186
2021-06-09,133.99,135.48,131.33,131.90,1320686
2021-06-10,131.90,132.21,130.85,132.04,1213560
2021-06-11,132.04,132.52,129.97,130.78,832309
2021-06-14,130.78,132.22,128.00,128.76,1366698
2021-06-15,128.76,129.11,125.94,126.67,1259682
2021-06-16,126.67,127.03,126.61,126.71,648691
2021-06-17,126.71,127.24,124.87,124.90,1232320
2021-06-18,124.90,125.59,118.72,119.01,1651857
2021-06-21,119.01,119.03,117.75,118.14,737261
2021-06-22,118.14,120.11,117.38,119.72,1237961
2021-06-23,119.72,121.08,119.59,120.65,1089973
2021-06-24,120.65,120.98,116.45,117.00,619545
2021-06-25,117.00,119.66,116.81,119.28,655700
2021-06-28,119.28,120.46,118.60,120.18,1406221
2021-06-29,120.18,122.61,119.45,122.48,1397129
2021-06-30,122.48,122.75,119.68,120.12,1133067
2021-07-01,120.12,123.03,119.11,123.03,917422
2021-07-02,123.03,123.60,122.16,123.39,925716
2021-07-05,123.39,123.67,120.07,120.76,1509967
2021-07-06,120.76,122.14,120.11,121.29,1710773
2021-07-07,121.29,121.84,117.40,117.68,1052704
2021-07-08,117.68,118.61,117.27,118.32,1423296
2021-07-09,118.32,119.48,115.08,115.96,644159
2021-07-12,115.96,116.81,115.68,115.99,951277
2021-07-13,115.99,116.66,114.97,115.32,997052
2021-07-14,115.32,116.41,114.82,116.29,597535
2021-07-15,116.29,116.98,112.70,113.68,781936
2021-07-16,113.68,114.25,113.21,114.22,694594
2021-07-19,114.22,115.02,111.86,112.56,1214308
2021-07-20,112.56,112.57,109.88,110.22,1728383
2021-07-21,110.22,110.33,107.10,107.28,768660
2021-07-22,107.28,107.90,106.71,107.82,1127883
2021-07-23,107.82,109.19,107.49,108.48,1441133
2021-07-26,108.48,109.55,107.91,108.19,975522
2021-07-27,108.19,108.70,106.54,106.79,1305065
2021-07-28,106.79,107.20,106.33,106.69,1141950
2021-07-29,106.69,107.18,105.06,105.07,1600678
2021-07-30,105.07,106.26,104.67,105.86,878157
2021-08-02,105.86,106.67,105.24,106.05,967425
2021-08-03,106.05,106.15,105.36,105.95,879898
2021-08-04,105.95,107.15,105.85,107.07,1077120
2021-08-05,107.07,107.10,103.45,103.78,721048
2021-08-06,103.78,104.01,99.93,100.87,1261036
2021-08-09,100.87,101.72,100.20,100.54,1226486
2021-08-10,100.54,100.68,99.49,99.67,961517
2021-08-11,99.67,99.70,96.89,97.16,1886133
2021-08-12,97.16,97.38,96.40,96.88,953190
2021-08-13,96.88,97.70,96.13,97.28,811697
2021-08-16,97.28,98.41,97.13,97.86,999955
2021-08-17,97.86,99.08,97.32,98.75,1054444
2021-08-18,98.75,99.11,97.06,97.37,1364793
2021-08-19,97.37,101.04,97.35,99.74,747577
2021-08-20,99.74,100.54,97.56,98.32,904909
2021-08-23,98.32,99.18,97.02,97.51,1330499
2021-08-24,97.51,99.54,97.28,99.46,538385
2021-08-25,99.46,99.57,98.08,99.36,1124613
2021-08-26,99.36,100.76,98.66,99.92,775213
2021-08-27,99.92,100.07,98.68,99.15,697642
2021-08-30,99.15,99.88,99.10,99.64,931096
2021-08-31,99.64,100.43,99.21,100.35,1030899
2021-09-01,100.35,102.36,99.62,101.72,1276598
2021-09-02,101.72,104.98,101.71,104.47,892838
2021-09-03,104.47,105.47,104.12,105.20,1393766
2021-09-06,105.20,105.27,103.34,103.87,1586031
2021-09-07,103.87,104.28,102.99,103.11,525266
2021-09-08,103.11,103.73,101.41,101.66,874963
2021-09-09,101.66,102.38,101.45,101.73,1795918
2021-09-10,101.73,102.14,101.18,101.39,1451970
2021-09-13,101.39,101.82,100.03,100.85,783756
2021-09-14,100.85,101.10,100.55,100.76,737426
2021-09-15,100.76,103.68,99.89,103.56,847472
2021-09-16,103.56,103.98,103.17,103.27,730339
2021-09-17,103.27,103.41,101.85,102.19,1026420
2021-09-20,102.19,102.48,98.67,98.76,846207
2021-09-21,98.76,99.20,97.28,97.32,1446117
2021-09-22,97.32,97.45,94.84,95.31,1100337
2021-09-23,95.31,95.52,95.19,95.20,969680
2021-09-24,95.20,95.54,91.21,92.11,1387316
2021-09-27,92.11,93.64,91.74,93.27,1734594
2021-09-28,93.27,93.88,92.26,92.43,928990
2021-09-29,92.43,92.68,90.74,90.92,305267
2021-09-30,90.92,91.82,90.71,91.67,874231
2021-10-01,91.67,96.62,91.24,95.82,1211561
2021-10-04,95.82,99.73,94.95,99.24,724891
2021-10-05,99.24,101.23,98.14,101.20,1534595
2021-10-06,101.20,102.68,99.68,100.24,905913
2021-10-07,100.24,103.37,99.92,102.99,1039189
2021-10-08,102.99,103.92,102.61,103.72,1059068
2021-10-11,103.72,105.53,103.55,104.75,624106
2021-10-12,104.75,105.15,104.05,104.82,497373
2021-10-13,104.82,106.30,104.15,105.73,1231348
2021-10-14,105.73,106.38,105.55,106.11,1202733
2021-10-15,106.11,106.50,106.03,106.07,255642
2021-10-18,106.07,106.87,104.52,105.28,1031364
2021-10-19,105.28,105.46,104.78,105.11,1173711
2021-10-20,105.11,105.46,102.96,103.60,713540
2021-10-21,103.60,103.84,102.97,103.34,873839
2021-10-22,103.34,103.58,102.35,102.55,1128735
2021-10-25,102.55,103.25,101.99,102.55,1191047
2021-10-26,102.55,102.67,100.52,100.71,819331
2021-10-27,100.71,101.62,100.56,100.78,911300
2021-10-28,100.78,101.03,98.02,98.58,1182212
2021-10-29,98.58,100.57,97.94,100.33,986515
2021-11-01,100.33,101.52,100.09,101.15,980990
2021-11-02,101.15,102.39,100.64,101.74,1193895
2021-11-03,101.74,102.90,101.18,102.37,972443
2021-11-04,102.37,104.21,102.09,104.00,549533
2021-11-05,104.00,104.59,101.74,101.75,605893
2021-11-08,101.75,103.26,100.25,103.13,1375000
2021-11-09,103.13,103.78,103.01,103.70,969204
2021-11-10,103.70,104.18,101.35,101.49,173587
2021-11-11,101.49,101.91,100.06,100.55,986783
2021-11-12,100.55,103.65,100.01,102.83,1320128
2021-11-15,102.83,103.37,101.58,101.85,772052
2021-11-16,101.85,103.28,101.04,102.70,912767
2021-11-17,102.70,102.80,102.28,102.76,1035954
2021-11-18,102.76,103.33,100.96,101.89,888666
2021-11-19,101.89,102.42,101.70,101.95,1697111
2021-11-22,101.95,102.19,101.67,101.86,708832
2021-11-23,101.86,103.26,101.52,102.21,1020003
2021-11-24,102.21,102.64,101.56,102.56,730413
2021-11-25,102.56,105.26,102.26,105.00,1126324
2021-11-26,105.00,106.71,104.42,105.68,1123350
2021-11-29,105.68,106.62,104.94,105.00,738846
2021-11-30,105.00,105.45,102.92,103.11,1229620
2021-12-01,103.11,105.15,103.03,104.55,1249447
2021-12-02,104.55,108.62,103.71,108.12,546808
2021-12-03,108.12,108.53,105.52,106.95,1022103
2021-12-06,106.95,109.51,106.85,109.22,743783
2021-12-07,109.22,109.38,107.80,108.45,1352209
2021-12-08,108.45,108.62,105.10,105.36,1446743
2021-12-09,105.36,107.70,104.08,106.59,699593
2021-12-10,106.59,106.69,105.81,105.82,1202078
2021-12-13,105.82,106.78,103.56,103.69,891705
2021-12-14,103.69,104.02,103.47,103.56,1445952
2021-12-15,103.56,104.19,100.74,101.07,1470222
2021-12-16,101.07,101.70,99.78,100.78,1078162
2021-12-17,100.78,101.88,97.77,98.93,1067890
2021-12-20,98.93,99.73,98.36,99.68,999078
2021-12-21,99.68,100.48,99.36,99.80,1639294
2021-12-22,99.80,100.08,96.94,97.38,1252533
2021-12-23,97.38,97.67,96.12,96.69,971697
2021-12-24,96.69,100.87,95.78,100.05,1109375
2021-12-27,100.05,101.57,99.50,101.32,1198596
2021-12-28,101.32,101.78,101.24,101.50,1699349
2021-12-29,101.50,101.75,99.88,100.14,1219522
2021-12-30,100.14,100.79,97.39,98.10,1001919
2021-12-31,98.10,98.45,97.12,97.68,295884
2022-01-03,97.68,98.12,96.21,96.64,1465126
2022-01-04,96.64,98.47,95.56,97.79,1049080
2022-01-05,97.79,97.97,95.67,95.79,1028387
2022-01-06,95.79,98.76,95.39,97.80,555811
